product_id,product_name,category,brand,price,discount_pct,final_price,rating,num_reviews,delivery_time_min,city,seller,stock,sold_quantity,profit_margin_pct,is_organic,packaging_type,weight_g,shelf_life_days,reorder_level,demand_index,date_added,expiry_date,offer_type,delivery_status,Revenue,Profit_Amount
9803,P&G Daily Personal 286,Personal Care,P&G,442.67,30,309.87,3.5,216,27,Pune,SellerA,104,61,23.6,FALSE,Pouch,750,1093,20,5,2/29/2024,2/26/2027,None,On-Time,18902.07,4460.88852
9804,FreshFarm Classic Fruits 390,Fruits & Vegetables,FreshFarm,292.62,5,277.99,4.9,216,29,Chennai,SellerB,100,172,33.6,FALSE,Jar,250,10,20,51,6/12/2025,6/22/2025,Buy1Get1,On-Time,47814.28,16065.59808
9805,DailyGreens Premium Fruits 60,Fruits & Vegetables,DailyGreens,102.28,0,102.28,4.0,348,32,Kolkata,UrbanSeller,111,33,33.3,FALSE,Pouch,250,5,22,11,6/28/2024,7/3/2024,Cashback,On-Time,3375.2400000000002,1123.95492
9806,Dove Original Personal 645,Personal Care,Dove,742.89,20,594.31,4.3,99,37,Ahmedabad,SellerB,86,184,37.4,FALSE,Pouch,500,1339,17,37,8/28/2024,4/28/2028,FlatDiscount,On-Time,109353.04,40898.03696
9807,DailyGreens Fresh Fruits 263,Fruits & Vegetables,DailyGreens,33.62,15,28.58,3.4,266,34,Kolkata,DailyNeeds,93,63,15.0,TRUE,Bottle,2000,12,18,28,10/9/2025,10/21/2025,None,On-Time,1800.54,270.08099999999996
9808,Himalaya Premium Personal 736,Personal Care,Himalaya,747.02,5,709.67,5.0,205,33,Bengaluru,DailyNeeds,94,133,15.8,FALSE,Jar,750,492,18,45,6/29/2025,11/3/2026,None,Delayed,94386.11,14913.005380000002
9809,Nivea Fresh Personal 308,Personal Care,Nivea,481.51,0,481.51,4.1,216,26,Chennai,SellerA,142,67,21.2,FALSE,Packet,750,1798,28,28,1/10/2024,12/12/2028,FreeDelivery,On-Time,32261.17,6839.3680399999985
9810,Surf Excel Family Pack Household 596,Household,Surf Excel,450.61,10,405.55,3.6,205,23,Delhi,UrbanSeller,108,52,13.9,TRUE,Jar,250,1715,21,26,7/31/2025,4/11/2030,Cashback,On-Time,21088.600000000002,2931.3154000000004
9811,Minute Maid Classic Beverages 827,Beverages,Minute Maid,22.2,15,18.87,5.0,726,25,Pune,SellerA,81,595,39.5,TRUE,Jar,500,360,16,100,11/22/2024,11/17/2025,Cashback,On-Time,11227.650000000001,4434.92175
9812,Mother Dairy Classic Dairy 847,Dairy,Mother Dairy,159.44,25,119.58,4.3,167,24,Hyderabad,SellerB,112,22,30.0,FALSE,Packet,500,29,22,15,1/14/2025,2/12/2025,None,On-Time,2630.7599999999998,789.2279999999998
9813,Fortune Lite Grocery 296,Grocery,Fortune,114.97,10,103.47,4.9,380,19,Hyderabad,SellerB,134,190,38.2,TRUE,Jar,500,674,26,37,4/22/2025,2/25/2027,None,On-Time,19659.3,7509.8526
9814,Britannia Family Pack Snacks 465,Snacks,Britannia,195.67,0,195.67,4.5,386,35,Ahmedabad,QuickStores,86,237,29.6,TRUE,Pouch,200,75,17,73,2/15/2025,5/1/2025,FreeDelivery,On-Time,46373.78999999999,13726.641839999998
9815,ITC Original Snacks 404,Snacks,ITC,146.23,20,116.98,4.6,183,34,Jaipur,QuickStores,151,77,25.8,FALSE,Pouch,300,250,30,28,4/6/2024,12/12/2024,FlatDiscount,Delayed,9007.460000000001,2323.92468
9816,Nivea Fresh Personal 394,Personal Care,Nivea,316.38,5,300.56,3.9,100,32,Delhi,LocalMart,137,205,8.9,FALSE,Packet,400,1440,27,56,2/2/2024,1/12/2028,Cashback,On-Time,61614.8,5483.717200000001
9817,Harpic Premium Household 593,Household,Harpic,379.83,0,379.83,4.1,190,35,Chennai,DailyNeeds,142,52,25.3,FALSE,Box,300,1599,28,36,9/4/2025,1/20/2030,None,On-Time,19751.16,4997.04348
9818,Tropicana Lite Beverages 252,Beverages,Tropicana,71.83,20,57.46,3.0,505,25,Ahmedabad,QuickStores,106,148,16.2,FALSE,Can,300,167,21,18,2/21/2025,8/7/2025,FlatDiscount,On-Time,8504.08,1377.66096
9819,DailyGreens Original Fruits 484,Fruits & Vegetables,DailyGreens,396.92,15,337.38,3.5,55,30,Jaipur,DailyNeeds,114,75,31.7,TRUE,Box,1000,9,22,27,1/11/2025,1/20/2025,FlatDiscount,On-Time,25303.5,8021.2095
9820,Dettol Classic Household 837,Household,Dettol,918.5,5,872.57,4.2,244,31,Chennai,QuickStores,79,16,7.6,FALSE,Packet,100,413,15,27,5/13/2024,6/30/2025,None,On-Time,13961.12,1061.04512
9821,Britannia Premium Bakery 709,Bakery,Britannia,332.79,10,299.51,3.5,200,24,Kolkata,DailyNeeds,86,72,36.7,FALSE,Jar,750,7,17,11,12/17/2023,12/24/2023,FlatDiscount,On-Time,21564.72,7914.252240000002
9822,Parle Daily Snacks 401,Snacks,Parle,148.11,20,118.49,4.2,506,29,Bengaluru,UrbanSeller,121,108,8.8,FALSE,Can,300,330,24,38,8/8/2025,7/4/2026,None,On-Time,12796.92,1126.12896
9823,Britannia Original Snacks 384,Snacks,Britannia,241.13,10,217.02,4.3,192,23,Delhi,QuickStores,78,186,7.7,FALSE,Packet,250,116,15,47,11/20/2024,3/16/2025,None,On-Time,40365.72,3108.16044
9824,Tata Organic Grocery 863,Grocery,Tata,373.04,5,354.39,4.1,564,37,Mumbai,SellerB,116,179,10.5,TRUE,Box,400,395,23,52,10/21/2024,11/20/2025,None,Delayed,63435.81,6660.76005
9825,BakeHouse Original Bakery 753,Bakery,BakeHouse,285.8,5,271.51,2.5,180,38,Jaipur,LocalMart,120,26,39.0,FALSE,Bottle,300,6,24,20,6/24/2024,6/30/2024,Buy1Get1,Delayed,7059.26,2753.1114000000002
9826,Aashirvaad Premium Grocery 755,Grocery,Aashirvaad,65.59,15,55.75,4.9,377,21,Bengaluru,SellerA,130,158,7.5,FALSE,Jar,750,246,26,60,12/27/2023,8/29/2024,FlatDiscount,On-Time,8808.5,660.6375
9827,DailyGreens Classic Fruits 117,Fruits & Vegetables,DailyGreens,91.01,0,91.01,4.1,382,20,Kolkata,DailyNeeds,105,50,24.1,FALSE,Box,1000,5,21,20,5/3/2025,5/8/2025,None,On-Time,4550.5,1096.6705
9828,Britannia Classic Bakery 692,Bakery,Britannia,78.41,20,62.73,4.8,231,24,Hyderabad,SellerB,104,289,20.2,FALSE,Jar,250,13,20,60,2/15/2024,2/28/2024,FlatDiscount,On-Time,18128.969999999998,3662.0519399999994
9829,Himalaya Premium Personal 842,Personal Care,Himalaya,261.01,5,247.96,3.2,53,30,Jaipur,SellerA,88,73,28.2,TRUE,Can,200,574,17,14,6/25/2025,1/20/2027,FreeDelivery,On-Time,18101.08,5104.50456
9830,Tropicana Original Beverages 294,Beverages,Tropicana,326.14,10,293.53,3.6,579,31,Lucknow,LocalMart,90,70,39.2,TRUE,Pouch,300,224,18,28,8/6/2025,3/18/2026,None,On-Time,20547.1,8054.463199999999
9831,Britannia Classic Snacks 729,Snacks,Britannia,78.31,15,66.56,4.3,274,24,Lucknow,QuickStores,104,34,38.1,TRUE,Box,750,207,20,26,11/13/2024,6/8/2025,None,On-Time,2263.04,862.21824
9832,Fortune Original Grocery 478,Grocery,Fortune,190.44,0,190.44,3.9,153,26,Mumbai,SellerA,103,75,25.6,FALSE,Bottle,100,408,20,23,7/19/2025,8/31/2026,FreeDelivery,On-Time,14283.0,3656.4480000000003
9833,Tropicana Organic Beverages 157,Beverages,Tropicana,226.62,5,215.29,3.3,377,33,Ahmedabad,SellerA,98,408,29.3,FALSE,Packet,200,354,19,89,5/12/2024,5/1/2025,Cashback,Delayed,87838.31999999999,25736.62776
9834,Himalaya Classic Personal 252,Personal Care,Himalaya,710.25,0,710.25,4.8,86,35,Lucknow,UrbanSeller,133,348,17.6,FALSE,Box,300,551,26,82,10/26/2024,4/30/2026,FreeDelivery,On-Time,247167.0,43501.392
9835,Britannia Premium Snacks 604,Snacks,Britannia,148.16,25,111.12,4.3,464,23,Mumbai,UrbanSeller,95,185,27.5,FALSE,Bottle,500,94,19,64,9/9/2025,12/12/2025,None,On-Time,20557.2,5653.23
9836,ITC Premium Snacks 171,Snacks,ITC,107.38,0,107.38,4.1,244,24,Jaipur,SellerA,116,367,24.0,TRUE,Can,250,294,23,77,11/12/2023,9/1/2024,FreeDelivery,On-Time,39408.46,9458.0304
9837,Minute Maid Organic Beverages 105,Beverages,Minute Maid,154.34,0,154.34,3.8,179,33,Mumbai,SellerA,120,159,8.6,FALSE,Can,1500,280,24,36,12/16/2023,9/21/2024,FlatDiscount,Delayed,24540.06,2110.44516
9838,Amul Fresh Dairy 624,Dairy,Amul,107.4,20,85.92,4.0,510,23,Bengaluru,DailyNeeds,134,22,27.0,FALSE,Box,500,20,26,18,12/21/2023,1/10/2024,None,Delayed,1890.24,510.36480000000006
9839,Dove Organic Personal 602,Personal Care,Dove,637.18,0,637.18,4.3,345,29,Bengaluru,LocalMart,83,76,37.3,FALSE,Jar,300,1396,16,39,9/20/2024,7/17/2028,FlatDiscount,Delayed,48425.67999999999,18062.778639999997
9840,Parle Classic Snacks 575,Snacks,Parle,98.15,10,88.34,4.3,241,30,Mumbai,LocalMart,113,310,17.8,FALSE,Bottle,250,342,22,66,2/5/2025,1/13/2026,None,Delayed,27385.4,4874.601200000001
9841,Coca-Cola Original Beverages 236,Beverages,Coca-Cola,97.66,10,87.89,4.8,319,31,Bengaluru,UrbanSeller,117,145,37.6,FALSE,Jar,500,485,23,43,12/19/2023,4/17/2025,None,On-Time,12744.05,4791.7627999999995
9842,Patanjali Lite Grocery 301,Grocery,Patanjali,212.49,5,201.87,4.5,390,19,Bengaluru,LocalMart,110,411,37.4,FALSE,Bottle,250,181,22,95,6/6/2024,12/4/2024,None,On-Time,82968.57,31030.24518
9843,Tropicana Fresh Beverages 592,Beverages,Tropicana,94.51,5,89.78,4.8,525,18,Chennai,QuickStores,116,67,36.6,FALSE,Can,200,393,23,33,1/22/2024,2/18/2025,None,On-Time,6015.26,2201.58516
9844,Himalaya Daily Personal 356,Personal Care,Himalaya,754.22,15,641.09,4.7,194,14,Ahmedabad,UrbanSeller,95,48,8.2,FALSE,Box,250,1075,19,19,8/16/2024,7/27/2027,FlatDiscount,On-Time,30772.32,2523.33024
9845,Modern Daily Bakery 666,Bakery,Modern,240.92,20,192.74,4.1,216,25,Chennai,SellerA,84,106,16.9,FALSE,Packet,750,11,16,35,7/27/2025,8/7/2025,None,On-Time,20430.440000000002,3452.7443599999997
9846,Gowardhan Classic Dairy 234,Dairy,Gowardhan,127.56,10,114.8,4.8,362,11,Delhi,SellerB,84,25,23.4,TRUE,Can,500,8,16,34,8/18/2024,8/26/2024,FlatDiscount,On-Time,2870.0,671.58
9847,Tropicana Lite Beverages 770,Beverages,Tropicana,249.03,0,249.03,4.3,315,26,Mumbai,DailyNeeds,116,332,37.8,FALSE,Can,1000,312,23,92,11/30/2023,10/7/2024,FlatDiscount,On-Time,82677.96,31252.26888
9848,Fortune Classic Grocery 787,Grocery,Fortune,277.3,0,277.3,5.0,109,27,Pune,LocalMart,87,76,13.3,FALSE,Packet,400,654,17,40,4/11/2025,1/25/2027,Cashback,On-Time,21074.8,2802.9484
9849,Harpic Original Household 917,Household,Harpic,592.11,5,562.5,4.0,130,31,Mumbai,LocalMart,123,54,22.0,TRUE,Pouch,250,665,24,9,7/19/2025,5/15/2027,Cashback,On-Time,30375.0,6682.5
9850,Lizol Fresh Household 238,Household,Lizol,953.9,0,953.9,4.7,431,19,Hyderabad,SellerA,105,89,24.6,FALSE,Can,300,1474,21,26,1/11/2024,1/24/2028,None,On-Time,84897.09999999999,20884.6866
9851,DailyGreens Daily Fruits 891,Fruits & Vegetables,DailyGreens,234.68,5,222.95,4.6,200,18,Hyderabad,DailyNeeds,77,45,14.9,FALSE,Box,1000,4,15,8,10/14/2024,10/18/2024,Buy1Get1,On-Time,10032.75,1494.87975
9852,ITC Organic Snacks 651,Snacks,ITC,50.38,0,50.38,4.6,563,29,Jaipur,DailyNeeds,106,0,32.2,TRUE,Box,500,197,21,0,11/21/2024,6/6/2025,None,Delayed,0.0,0.0
9853,ITC Daily Snacks 875,Snacks,ITC,200.93,25,150.7,4.6,572,22,Pune,SellerB,85,60,37.0,FALSE,Pouch,1000,335,17,23,3/23/2025,2/21/2026,None,On-Time,9042.0,3345.54
9854,Lizol Daily Household 597,Household,Lizol,406.19,5,385.88,4.3,158,35,Bengaluru,SellerB,92,120,34.8,TRUE,Can,1000,1818,18,14,9/27/2024,9/19/2029,Cashback,On-Time,46305.6,16114.3488
9855,Lizol Fresh Household 651,Household,Lizol,853.3,0,853.3,4.5,222,30,Mumbai,UrbanSeller,89,79,36.2,TRUE,Jar,200,1186,17,28,11/25/2024,2/24/2028,Buy1Get1,Delayed,67410.7,24402.673400000003
9856,Britannia Fresh Snacks 772,Snacks,Britannia,201.88,25,151.41,4.1,204,21,Delhi,LocalMart,130,463,12.8,FALSE,Can,250,215,26,100,4/17/2025,11/18/2025,FlatDiscount,On-Time,70102.83,8973.16224
9857,Aashirvaad Premium Grocery 928,Grocery,Aashirvaad,36.01,0,36.01,3.8,207,22,Delhi,SellerA,98,283,35.2,FALSE,Box,300,580,19,62,3/4/2025,10/5/2026,None,On-Time,10190.83,3587.17216
9858,Aashirvaad Original Grocery 816,Grocery,Aashirvaad,331.41,0,331.41,4.1,240,26,Mumbai,DailyNeeds,144,41,17.6,TRUE,Jar,200,424,28,5,3/20/2025,5/18/2026,None,On-Time,13587.810000000001,2391.45456
9859,Pepsi Fresh Beverages 599,Beverages,Pepsi,168.53,5,160.1,4.7,43,27,Chennai,QuickStores,100,344,33.7,FALSE,Packet,500,411,20,86,5/23/2025,7/8/2026,None,Delayed,55074.4,18560.0728
9860,P&G Daily Personal 179,Personal Care,P&G,724.97,0,724.97,3.6,223,29,Lucknow,QuickStores,105,348,22.4,FALSE,Box,300,1417,21,61,4/14/2024,3/1/2028,FreeDelivery,On-Time,252289.56,56512.86143999999
9861,BakeHouse Family Pack Bakery 554,Bakery,BakeHouse,417.79,0,417.79,4.6,271,30,Hyderabad,SellerA,103,86,29.3,FALSE,Box,200,13,20,49,12/16/2024,12/29/2024,Cashback,Delayed,35929.94,10527.47242
9862,Britannia Original Bakery 481,Bakery,Britannia,491.01,0,491.01,4.8,180,37,Kolkata,LocalMart,136,310,6.5,TRUE,Box,500,10,27,87,9/20/2024,9/30/2024,FlatDiscount,On-Time,152213.1,9893.8515
9863,Britannia Daily Bakery 864,Bakery,Britannia,394.6,20,315.68,4.7,71,36,Lucknow,UrbanSeller,110,54,39.6,FALSE,Jar,100,13,22,40,9/17/2025,9/30/2025,FreeDelivery,On-Time,17046.72,6750.501120000001
9864,BakeHouse Fresh Bakery 319,Bakery,BakeHouse,158.33,0,158.33,4.2,187,35,Jaipur,SellerB,117,4,34.6,FALSE,Jar,300,4,23,7,11/12/2023,11/16/2023,FlatDiscount,On-Time,633.32,219.12872000000004
9865,Modern Organic Bakery 442,Bakery,Modern,462.55,30,323.78,4.7,434,21,Jaipur,UrbanSeller,96,342,18.6,FALSE,Packet,200,8,19,95,3/17/2024,3/25/2024,FlatDiscount,On-Time,110732.76,20596.29336
9866,Britannia Classic Bakery 825,Bakery,Britannia,490.88,20,392.7,4.2,177,24,Hyderabad,SellerB,113,17,37.3,TRUE,Packet,200,11,22,9,9/21/2024,10/2/2024,None,On-Time,6675.9,2490.1106999999997
9867,Aashirvaad Daily Grocery 67,Grocery,Aashirvaad,183.66,0,183.66,5.0,163,37,Delhi,QuickStores,88,46,39.0,FALSE,Bottle,200,531,17,10,11/27/2023,5/11/2025,FlatDiscount,Delayed,8448.36,3294.8604000000005
9868,Tropicana Family Pack Beverages 577,Beverages,Tropicana,343.34,0,343.34,4.1,448,35,Ahmedabad,SellerB,134,173,37.7,TRUE,Pouch,200,426,26,45,1/5/2024,3/6/2025,FlatDiscount,On-Time,59397.81999999999,22392.97814
9869,ITC Lite Snacks 588,Snacks,ITC,292.49,5,277.87,4.0,337,29,Mumbai,UrbanSeller,108,5,37.4,TRUE,Packet,400,199,21,12,4/26/2024,11/11/2024,None,On-Time,1389.35,519.6169
9870,Tropicana Premium Beverages 774,Beverages,Tropicana,231.45,25,173.59,4.5,290,32,Lucknow,DailyNeeds,117,62,36.4,FALSE,Bottle,200,178,23,30,1/7/2024,7/3/2024,FreeDelivery,On-Time,10762.58,3917.5791199999994
9871,BakeHouse Lite Bakery 661,Bakery,BakeHouse,223.4,0,223.4,4.1,343,28,Ahmedabad,LocalMart,84,23,28.9,FALSE,Can,100,5,16,42,12/12/2023,12/17/2023,FreeDelivery,On-Time,5138.2,1484.9397999999999
9872,Himalaya Original Personal 838,Personal Care,Himalaya,241.5,5,229.42,3.4,135,29,Lucknow,LocalMart,128,133,17.1,TRUE,Bottle,1000,1532,25,15,6/4/2024,8/14/2028,None,On-Time,30512.859999999997,5217.69906
9873,Britannia Lite Bakery 600,Bakery,Britannia,455.71,0,455.71,4.5,187,18,Delhi,SellerA,140,112,32.6,FALSE,Jar,300,8,28,42,4/30/2024,5/8/2024,FlatDiscount,On-Time,51039.52,16638.88352
9874,Parle Lite Snacks 874,Snacks,Parle,101.8,0,101.8,4.3,93,26,Delhi,SellerB,117,249,21.0,TRUE,Pouch,100,233,23,48,8/8/2024,3/29/2025,FlatDiscount,On-Time,25348.2,5323.122
9875,Britannia Classic Snacks 973,Snacks,Britannia,64.86,0,64.86,3.8,278,15,Chennai,DailyNeeds,109,289,8.0,FALSE,Can,300,274,21,64,11/20/2023,8/20/2024,None,On-Time,18744.54,1499.5632
9876,Harpic Fresh Household 243,Household,Harpic,62.09,5,58.99,4.5,248,29,Lucknow,SellerB,84,259,16.4,FALSE,Box,250,1294,16,63,12/16/2024,7/2/2028,Buy1Get1,Delayed,15278.41,2505.6592399999995
9877,Patanjali Lite Grocery 191,Grocery,Patanjali,348.17,10,313.35,4.6,192,21,Pune,SellerA,125,113,16.9,FALSE,Can,750,469,25,37,9/21/2024,1/3/2026,None,On-Time,35408.55,5984.0449499999995
9878,Britannia Classic Bakery 316,Bakery,Britannia,156.41,25,117.31,4.4,184,30,Kolkata,QuickStores,108,178,8.4,FALSE,Jar,300,6,21,60,6/1/2025,6/7/2025,None,On-Time,20881.18,1754.0191200000002
9879,Dettol Daily Household 256,Household,Dettol,984.47,5,935.25,4.3,219,21,Mumbai,UrbanSeller,134,21,29.5,TRUE,Can,750,1696,26,4,6/17/2025,2/7/2030,FlatDiscount,On-Time,19640.25,5793.87375
9880,Tropicana Fresh Beverages 359,Beverages,Tropicana,206.42,5,196.1,4.3,302,32,Mumbai,SellerA,120,451,23.7,FALSE,Box,1500,476,24,93,10/9/2025,1/28/2027,None,Delayed,88441.09999999999,20960.540699999998
9881,Pepsi Original Beverages 828,Beverages,Pepsi,288.63,20,230.9,4.6,191,34,Pune,UrbanSeller,116,229,12.5,TRUE,Can,500,506,23,56,6/22/2025,11/10/2026,None,On-Time,52876.1,6609.5125
9882,Himalaya Lite Personal 485,Personal Care,Himalaya,138.86,30,97.2,4.3,149,33,Ahmedabad,QuickStores,95,32,17.0,FALSE,Bottle,500,1124,19,0,7/15/2024,8/13/2027,None,Delayed,3110.4,528.768
9883,BakeHouse Original Bakery 888,Bakery,BakeHouse,127.87,25,95.9,4.5,120,29,Pune,DailyNeeds,123,224,21.3,FALSE,Box,300,9,24,64,12/30/2023,1/8/2024,None,Delayed,21481.600000000002,4575.580800000001
9884,Britannia Family Pack Snacks 54,Snacks,Britannia,268.0,15,227.8,4.5,613,35,Bengaluru,LocalMart,77,65,7.0,FALSE,Bottle,250,85,15,38,10/29/2024,1/22/2025,FlatDiscount,Delayed,14807.0,1036.49
9885,Britannia Original Bakery 793,Bakery,Britannia,481.75,25,361.31,4.7,129,46,Chennai,SellerB,114,71,14.7,FALSE,Box,1000,11,22,59,10/29/2023,11/9/2023,Cashback,On-Time,25653.01,3770.9924699999997
9886,Coca-Cola Fresh Beverages 321,Beverages,Coca-Cola,285.02,5,270.77,4.0,133,22,Mumbai,UrbanSeller,85,355,23.8,FALSE,Packet,1000,356,17,71,5/30/2024,5/21/2025,Buy1Get1,On-Time,96123.34999999999,22877.3573
9887,Britannia Daily Bakery 731,Bakery,Britannia,415.97,15,353.57,3.7,234,32,Ahmedabad,LocalMart,137,195,33.2,FALSE,Box,750,5,27,49,10/17/2024,10/22/2024,FlatDiscount,Delayed,68946.15,22890.1218
9888,Amul Classic Dairy 440,Dairy,Amul,235.75,10,212.18,5.0,85,31,Hyderabad,LocalMart,122,176,11.5,TRUE,Jar,750,22,24,45,3/18/2024,4/9/2024,Cashback,On-Time,37343.68,4294.5232
9889,Mother Dairy Original Dairy 890,Dairy,Mother Dairy,76.79,0,76.79,3.8,405,27,Bengaluru,SellerB,153,245,19.2,TRUE,Pouch,1000,17,30,68,6/28/2025,7/15/2025,FlatDiscount,On-Time,18813.550000000003,3612.2016000000003
9890,Pepsi Fresh Beverages 163,Beverages,Pepsi,287.1,15,244.04,4.5,271,29,Bengaluru,QuickStores,94,72,35.7,FALSE,Box,500,353,18,40,2/11/2024,1/29/2025,Buy1Get1,On-Time,17570.88,6272.804160000001
9891,Coca-Cola Premium Beverages 501,Beverages,Coca-Cola,30.81,10,27.73,4.3,369,28,Mumbai,QuickStores,146,52,28.1,FALSE,Packet,200,151,29,9,11/4/2024,4/4/2025,FlatDiscount,On-Time,1441.96,405.19076
9892,Nivea Classic Personal 53,Personal Care,Nivea,586.58,10,527.92,4.4,167,29,Mumbai,SellerB,107,48,24.3,TRUE,Pouch,250,564,21,10,5/30/2024,12/15/2025,FlatDiscount,On-Time,25340.159999999996,6157.658879999999
9893,Modern Original Bakery 461,Bakery,Modern,293.63,0,293.63,4.9,74,31,Chennai,SellerA,99,65,35.9,FALSE,Can,500,8,19,24,5/31/2024,6/8/2024,None,On-Time,19085.95,6851.856049999999
9894,BakeHouse Lite Bakery 168,Bakery,BakeHouse,486.06,20,388.85,4.5,210,27,Delhi,UrbanSeller,95,1,19.9,FALSE,Pouch,1000,6,19,2,4/13/2025,4/19/2025,Buy1Get1,On-Time,388.85,77.38114999999999
9895,FreshFarm Daily Fruits 184,Fruits & Vegetables,FreshFarm,253.78,25,190.34,4.3,8,35,Jaipur,SellerB,87,12,30.8,TRUE,Packet,100,5,17,27,4/26/2024,5/1/2024,None,On-Time,2284.08,703.4966400000001
9896,Himalaya Fresh Personal 390,Personal Care,Himalaya,492.87,0,492.87,3.8,47,35,Bengaluru,LocalMart,126,179,8.4,FALSE,Jar,750,1260,25,39,3/4/2024,8/16/2027,FlatDiscount,Delayed,88223.73,7410.793320000001
9897,Dove Premium Personal 348,Personal Care,Dove,67.34,0,67.34,5.0,236,20,Delhi,DailyNeeds,104,124,38.3,FALSE,Jar,200,1111,20,32,11/20/2023,12/5/2026,Buy1Get1,Delayed,8350.16,3198.1112799999996
9898,Aavin Family Pack Dairy 471,Dairy,Aavin,214.17,25,160.63,4.4,131,20,Kolkata,SellerB,94,23,7.4,TRUE,Can,750,28,18,29,3/20/2025,4/17/2025,None,On-Time,3694.49,273.39225999999996
9899,Pepsi Daily Beverages 459,Beverages,Pepsi,266.98,10,240.28,4.4,292,39,Kolkata,SellerA,112,119,11.5,TRUE,Can,1000,334,22,26,10/4/2025,9/3/2026,None,Delayed,28593.32,3288.2318
9900,Tata Lite Grocery 687,Grocery,Tata,145.39,5,138.12,4.7,254,28,Delhi,LocalMart,148,138,7.9,TRUE,Can,200,375,29,37,8/13/2024,8/23/2025,None,Delayed,19060.56,1505.7842400000002
9901,Britannia Original Snacks 639,Snacks,Britannia,150.46,30,105.32,4.2,134,18,Mumbai,UrbanSeller,107,65,34.5,FALSE,Jar,250,358,21,35,7/18/2025,7/11/2026,None,On-Time,6845.799999999999,2361.801
9902,Aashirvaad Premium Grocery 913,Grocery,Aashirvaad,195.85,0,195.85,4.2,219,16,Mumbai,DailyNeeds,135,84,25.0,TRUE,Bottle,300,205,27,26,12/2/2023,6/24/2024,None,On-Time,16451.399999999998,4112.849999999999
9903,Aavin Organic Dairy 759,Dairy,Aavin,194.8,5,185.06,4.3,500,34,Jaipur,UrbanSeller,129,33,5.0,FALSE,Pouch,1000,15,25,33,10/24/2025,11/8/2025,None,On-Time,6106.9800000000005,305.349
9904,Gowardhan Family Pack Dairy 302,Dairy,Gowardhan,84.74,0,84.74,5.0,266,26,Kolkata,SellerA,105,210,31.5,TRUE,Can,750,27,21,49,7/23/2024,8/19/2024,Cashback,On-Time,17795.399999999998,5605.5509999999995
9905,Aashirvaad Fresh Grocery 121,Grocery,Aashirvaad,210.55,0,210.55,3.3,150,20,Delhi,SellerB,98,190,22.9,FALSE,Packet,1000,694,19,56,6/3/2024,4/28/2026,FlatDiscount,On-Time,40004.5,9161.030499999999
9906,Aashirvaad Fresh Grocery 922,Grocery,Aashirvaad,316.2,0,316.2,4.2,210,38,Lucknow,DailyNeeds,126,133,11.5,FALSE,Bottle,500,599,25,28,5/9/2025,12/29/2026,None,Delayed,42054.6,4836.2789999999995
9907,Dettol Original Household 753,Household,Dettol,917.08,5,871.23,3.7,560,28,Ahmedabad,QuickStores,102,264,28.8,FALSE,Packet,250,726,20,51,10/8/2024,10/4/2026,FlatDiscount,Delayed,230004.72,66241.35936
9908,Amul Original Dairy 203,Dairy,Amul,229.88,5,218.39,4.1,513,36,Mumbai,LocalMart,92,42,21.5,FALSE,Packet,1000,24,18,16,2/4/2024,2/28/2024,None,On-Time,9172.38,1972.0616999999997
9909,Amul Family Pack Dairy 254,Dairy,Amul,241.07,0,241.07,4.1,466,34,Lucknow,LocalMart,90,352,27.1,FALSE,Jar,500,10,18,71,3/19/2025,3/29/2025,FlatDiscount,On-Time,84856.64,22996.14944
9910,P&G Family Pack Personal 635,Personal Care,P&G,768.91,5,730.46,4.7,87,23,Bengaluru,UrbanSeller,96,62,10.8,TRUE,Box,750,1287,19,37,12/18/2023,6/27/2027,FreeDelivery,On-Time,45288.520000000004,4891.16016
9911,FreshFarm Original Fruits 642,Fruits & Vegetables,FreshFarm,141.02,0,141.02,4.6,243,31,Delhi,UrbanSeller,136,174,19.3,TRUE,Bottle,100,11,27,52,5/14/2025,5/25/2025,Cashback,On-Time,24537.480000000003,4735.73364
9912,Harpic Original Household 670,Household,Harpic,967.61,5,919.23,4.2,122,42,Jaipur,SellerB,117,8,5.4,FALSE,Bottle,400,527,23,12,10/14/2025,3/25/2027,None,On-Time,7353.84,397.10736
9913,Tropicana Fresh Beverages 318,Beverages,Tropicana,241.92,15,205.63,4.3,91,16,Chennai,DailyNeeds,112,223,21.5,TRUE,Packet,200,392,22,57,11/20/2023,12/16/2024,FlatDiscount,On-Time,45855.49,9858.930349999999
9914,Mother Dairy Lite Dairy 56,Dairy,Mother Dairy,47.89,15,40.71,4.1,419,36,Bengaluru,QuickStores,136,15,22.6,FALSE,Packet,250,18,27,3,4/22/2024,5/10/2024,Buy1Get1,On-Time,610.65,138.0069
9915,Lizol Lite Household 646,Household,Lizol,564.68,10,508.21,5.0,376,32,Kolkata,SellerB,91,41,5.5,FALSE,Pouch,200,1385,18,26,10/30/2024,8/15/2028,None,Delayed,20836.61,1146.0135500000001
9916,Mother Dairy Lite Dairy 102,Dairy,Mother Dairy,140.37,15,119.31,4.3,164,30,Bengaluru,DailyNeeds,148,291,22.5,FALSE,Box,250,13,29,46,9/28/2025,10/11/2025,None,Delayed,34719.21,7811.82225
